,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,k,shift,window_size,n,dimensions,sig_depth,method,input_channels,output_channels,features,standardise_method,include_features_in_path,num_features,embedding_dim,log_signature,swnu_hidden_dim,lstm_hidden_dim,ffn_hidden_dim,dropout_rate,learning_rate,seed,BiLSTM,loss_function,gamma,k_fold,n_splits,augmentation_type,hidden_dim_aug,comb_method,batch_size,model_id
0,,0.6369732022285461,0.5141311335045772,[0.76288964 0.43439283 0.34511093],0.5079379809630963,[0.77982483 0.42914654 0.31484258],0.522753845656399,[0.74667438 0.43976898 0.38181818],,0.6559088230133057,0.5496429902838138,[0.77582896 0.49184605 0.38125396],0.5445516025362948,[0.78865174 0.49088542 0.35411765],0.5563737703586236,[0.76341648 0.49281046 0.41289438],20,3,5,6,15,3,umap,16,,['timeline_index'],[None],True,1,384,True,"(12,)",384,"(512, 512)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,11
0,,0.6352490186691284,0.49085913008384363,[0.7660473  0.36498379 0.3415463 ],0.49430738706011207,[0.74629731 0.41605069 0.32057416],0.4924693591394998,[0.78687102 0.32508251 0.36545455],,0.6676300764083862,0.5515794416632406,[0.78787879 0.48114525 0.38571429],0.5531953497822053,[0.77687975 0.51649175 0.36621455],0.5523093187892442,[0.79919375 0.4503268  0.40740741],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6524904370307922,0.499724746357917,[0.78149743 0.38318204 0.33449477],0.5093909347693023,[0.75193798 0.45516459 0.32107023],0.49780833086200466,[0.813476   0.33085809 0.34909091],,0.6673089265823364,0.5435661469847252,[0.78980267 0.46781116 0.37308461],0.5494185750866531,[0.76897375 0.51658768 0.3626943 ],0.5411100517024368,[0.81179138 0.42745098 0.38408779],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6467432975769043,0.5055469773119606,[0.77628414 0.38819733 0.35215947],0.5080399201502643,[0.76004433 0.43991641 0.32415902],0.5086824547116365,[0.79323308 0.34735974 0.38545455],,0.6714836359024048,0.5593994283562801,[0.78901126 0.48092153 0.4082655 ],0.5620414253055147,[0.77529183 0.53525641 0.37557604],0.5623380765200455,[0.80322499 0.43660131 0.44718793],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,12
0,,0.6072797179222107,0.464981208219477,[0.74180749 0.39235182 0.26078431],0.4675773087638871,[0.75410816 0.36564505 0.28297872],0.4649957286069844,[0.72990168 0.42326733 0.24181818],,0.6353564262390137,0.5112273967371995,[0.76696315 0.44587946 0.32083958],0.5161296194159449,[0.77364778 0.42102207 0.35371901],0.5092673557763298,[0.76039305 0.47385621 0.29355281],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.6281608939170837,0.4801323300939971,[0.75998258 0.41441441 0.266     ],0.4844111842470102,[0.76319627 0.39448173 0.29555556],0.4783608881420241,[0.75679584 0.43646865 0.24181818],,0.6504495739936829,0.5120938281793539,[0.7819083  0.45513654 0.29923664],0.5198184412858915,[0.76932455 0.45278137 0.3373494 ],0.507096116910413,[0.79491056 0.45751634 0.26886145],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.6335248947143555,0.468705512372408,[0.76767677 0.38341969 0.25502008],0.47747712115521285,[0.74550409 0.40217391 0.28475336],0.4628181719270828,[0.79120879 0.36633663 0.23090909],,0.6535003185272217,0.5009445645635974,[0.78403643 0.43622269 0.28257457],0.5170579874763361,[0.74765714 0.47324159 0.33027523],0.4918752686259689,[0.82413706 0.40457516 0.24691358],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,13
0,,0.634482741355896,0.47857869886662363,[0.76910276 0.33487085 0.33176249],0.48766845992383034,[0.73887557 0.37970711 0.3444227 ],0.473804522731047,[0.80190862 0.29950495 0.32      ],,0.6751766204833984,0.5548028469364238,[0.79457412 0.47201426 0.39782016],0.5619400902151044,[0.77147603 0.51921569 0.39512855],0.5507754816604283,[0.81909801 0.43267974 0.4005487 ],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,14
0,,0.6427202820777893,0.5025260598203426,[0.77056647 0.40069686 0.33631485],0.5046761666141893,[0.75868834 0.42435424 0.33098592],0.501392858776913,[0.78282244 0.37953795 0.34181818],,0.6673089265823364,0.5524355184879681,[0.78651967 0.49055353 0.38023336],0.5534495325725484,[0.78220782 0.49764627 0.38049451],0.5515040035218477,[0.79087931 0.48366013 0.37997257],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,14
0,,0.6490421295166016,0.5027229498742799,[0.77642105 0.39577594 0.33597186],0.5086160470940623,[0.75429506 0.44616977 0.3253833 ],0.5009225381763162,[0.79988433 0.35561056 0.34727273],,0.6703596711158752,0.5510242210564867,[0.79146101 0.47740113 0.38421053],0.5546428549922877,[0.77557437 0.51920123 0.36915297],0.5501302853102833,[0.80801209 0.44183007 0.4005487 ],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.5,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,14
0,,0.6272030472755432,0.49986209946411786,[0.75062528 0.42600382 0.3229572 ],0.50276264917229,[0.7640012  0.39700641 0.34728033],0.49969959922539386,[0.73770966 0.45957096 0.30181818],,0.6698779463768005,0.5562897051568119,[0.78571429 0.52073872 0.36241611],0.5602357509349565,[0.79859485 0.48505358 0.39705882],0.5562224889955982,[0.77324263 0.5620915  0.33333333],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,15
0,,0.6226053833961487,0.5201943579346952,[0.74263566 0.46103423 0.35691318],0.5109997720072754,[0.80046791 0.41264668 0.31988473],0.5395034893888463,[0.69259688 0.52227723 0.40363636],,0.6563904881477356,0.5605369250429928,[0.77208202 0.51206844 0.39746032],0.5526154943674877,[0.80708986 0.48078026 0.36997636],0.5723508607832708,[0.73998488 0.54771242 0.42935528],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,15
0,,0.6488505601882935,0.5147826967732639,[0.77613653 0.41038961 0.35782195],0.5141863112044188,[0.76984353 0.43169399 0.34102142],0.5166620004973314,[0.78253326 0.39108911 0.37636364],,0.6692357063293457,0.5534189152746728,[0.78793945 0.49714861 0.37516869],0.5541422890279639,[0.78255467 0.51068229 0.36918991],0.5530189579261059,[0.79339884 0.48431373 0.38134431],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,15
0,,0.6482758522033691,0.5105927816895589,[0.77282624 0.44488659 0.31406551],0.5131843241986007,[0.77586709 0.42966949 0.33401639],0.5091312989020128,[0.76980914 0.46122112 0.29636364],,0.668432891368866,0.5413694184619432,[0.79323123 0.47140957 0.35946746],0.5492658206701871,[0.77804701 0.4797023  0.39004815],0.5352506434672634,[0.8090199  0.46339869 0.33333333],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,16
0,,0.6492336988449097,0.5033940899273908,[0.77803535 0.4410948  0.29105211],0.5070949772769133,[0.77961672 0.42475172 0.31691649],0.5014323884673025,[0.77646038 0.45874587 0.26909091],,0.6596018075942993,0.5268184995398968,[0.78784119 0.46755787 0.32505643],0.5341956776969572,[0.77609386 0.46649317 0.36      ],0.5216244522500358,[0.79994961 0.46862745 0.2962963 ],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,16
0,,0.6337164640426636,0.4995787064258768,[0.76104388 0.419597   0.31809524],0.5013330190164677,[0.76742135 0.40257771 0.334     ],0.49884223992092674,[0.75477154 0.43811881 0.30363636],,0.6671483516693115,0.5406016241354522,[0.78862607 0.50631313 0.32686567],0.5452284596836044,[0.78763508 0.48962149 0.35842881],0.5380713602313353,[0.78961955 0.52418301 0.30041152],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,16
0,,0.6321839094161987,0.4957679408199269,[0.76164225 0.40861089 0.31705069],0.49602915561359834,[0.76419214 0.4024     0.32149533],0.49561769537277617,[0.75910931 0.4150165  0.31272727],,0.673892080783844,0.5615431507730028,[0.79198185 0.50391134 0.38873626],0.5614843781981449,[0.79258138 0.50260078 0.38927098],0.5616049986524102,[0.79138322 0.50522876 0.38820302],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,17
0,,0.6436781883239746,0.5194176485171286,[0.76527615 0.45114007 0.34183673],0.5146786076193721,[0.77761194 0.44533762 0.32108626],0.525291958924059,[0.75332562 0.45709571 0.36545455],,0.6692357063293457,0.5648929072757743,[0.78542407 0.50132626 0.40792839],0.5608134159408481,[0.791656   0.50874832 0.38203593],0.5703309581720205,[0.77928949 0.49411765 0.43758573],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,17
0,,0.6501915454864502,0.5050480508869871,[0.77589134 0.41594454 0.32330827],0.5107144470925719,[0.75955679 0.4379562  0.33463035],0.5005702582982416,[0.7929439  0.3960396  0.31272727],,0.6721258759498596,0.5537705716887661,[0.79029247 0.4950364  0.37598284],0.5582478372325531,[0.78086572 0.50134048 0.39253731],0.5498688913150994,[0.79994961 0.48888889 0.36076818],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(256, 256)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,17
0,,0.6329501867294312,0.5085383723375916,[0.75635936 0.42890809 0.34034767],0.5070685397265967,[0.76936883 0.40929535 0.34254144],0.5108198003143287,[0.74378253 0.45049505 0.33818182],,0.6515735387802124,0.5393998624922648,[0.77223926 0.48766781 0.35829251],0.538732644743748,[0.78365759 0.46682606 0.36571429],0.5409241337138422,[0.7611489  0.51045752 0.35116598],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,18
0,,0.6258620619773865,0.5079520444563288,[0.75011256 0.43898695 0.33475662],0.5018897140714098,[0.77971919 0.41032999 0.31561997],0.5169942986201455,[0.72267206 0.47194719 0.35636364],,0.6528580784797668,0.5431580213172168,[0.77467316 0.48791349 0.36688742],0.5394355773640777,[0.78841638 0.47521685 0.3546735 ],0.5475602037797286,[0.76140086 0.50130719 0.37997257],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,18
0,,0.6565133929252625,0.5102496695670082,[0.78144388 0.42532323 0.3239819 ],0.5159002583015049,[0.76252064 0.46265761 0.32252252],0.5067830501962863,[0.80133025 0.39356436 0.32545455],,0.6668272614479065,0.5461367993722421,[0.78625108 0.47836622 0.3737931 ],0.551205119723142,[0.7692864  0.5084621  0.37586685],0.542452317003619,[0.80398085 0.45163399 0.37174211],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,18
0,,0.6281608939170837,0.4757672594974182,[0.76445578 0.36465036 0.29819563],0.4805045780642943,[0.7495831  0.3798034  0.31212724],0.4720150690604052,[0.7799306  0.35066007 0.28545455],,0.6531791687011719,0.5187760075018435,[0.78595276 0.4418146  0.32856066],0.5269089302706297,[0.77173385 0.44444444 0.36454849],0.5129869780559685,[0.80070547 0.43921569 0.29903978],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,19
0,,0.6409961581230164,0.46579932074593183,[0.77968923 0.36483516 0.25287356],0.479011715384246,[0.74933333 0.39040452 0.2972973 ],0.4583392283704946,[0.81260844 0.34240924 0.22      ],,0.6541425585746765,0.4994464394081289,[0.78751043 0.41619318 0.29463571],0.5188986316536744,[0.74717322 0.45567652 0.35384615],0.4892861945875744,[0.8324515  0.38300654 0.25240055],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,19
0,,0.6377394795417786,0.4594146376860368,[0.77418475 0.33986928 0.26418989],0.47659088963085655,[0.73288556 0.39139785 0.30548926],0.4511579104700522,[0.82041643 0.30033003 0.23272727],,0.6616891622543335,0.5157524348173199,[0.79135135 0.43824982 0.31765613],0.5317004657701657,[0.75619835 0.47622699 0.36267606],0.5061310669672533,[0.82993197 0.40588235 0.28257888],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,19
0,,0.652107298374176,0.5012357186162132,[0.77626213 0.42453241 0.30291262],0.5098284771045513,[0.75554339 0.44894204 0.325     ],0.494808615621539,[0.79814922 0.40264026 0.28363636],,0.6681117415428162,0.5473555527141603,[0.78878091 0.47194144 0.38134431],0.5525395263716312,[0.77067308 0.50560119 0.38134431],0.5438627028314755,[0.80776014 0.44248366 0.38134431],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,20
0,,0.6409961581230164,0.4848578229984415,[0.77267668 0.36747818 0.3144186 ],0.4936388517910695,[0.74450402 0.41450777 0.32190476],0.4801236954233306,[0.80306536 0.330033   0.30727273],,0.6697174310684204,0.5422444143032378,[0.79166667 0.46916221 0.36590437],0.5507602276579422,[0.76645435 0.51607843 0.3697479 ],0.5369331271603291,[0.8185941  0.43006536 0.36213992],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,20
0,,0.649808406829834,0.5095232250425684,[0.77914638 0.41608997 0.33333333],0.5098642320638375,[0.77185017 0.43727273 0.3204698 ],0.5102397509849307,[0.78658184 0.39686469 0.34727273],,0.6602440476417542,0.5342580827161522,[0.78827038 0.46262626 0.35187761],0.5371885109146849,[0.77764158 0.47708333 0.35684062],0.5317547046253344,[0.79919375 0.44901961 0.34705075],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.5,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,20
0,,0.6270114779472351,0.499079649564563,[0.75128093 0.42138867 0.32456936],0.4974910576460166,[0.76074711 0.40803709 0.32368897],0.5010485120229778,[0.74204743 0.43564356 0.32545455],,0.6681117415428162,0.5545263511642596,[0.78581345 0.50241546 0.37535014],0.5553156517610399,[0.787304   0.4952381  0.38340486],0.5539197846491134,[0.78432855 0.50980392 0.36762689],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.001,1,True,focal,2,True,5,Conv1d,,concatenation,64,21
0,,0.6279693245887756,0.49833591505667546,[0.75880128 0.39217354 0.34403292],0.4941642524394147,[0.76346604 0.404741   0.31428571],0.5048520705164791,[0.75419318 0.38036304 0.38      ],,0.6652215719223022,0.5533793418981178,[0.78757134 0.49301397 0.37955272],0.5500655325084512,[0.79290092 0.50203252 0.35526316],0.5580113526892239,[0.78231293 0.48431373 0.40740741],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.001,12,True,focal,2,True,5,Conv1d,,concatenation,64,21
0,,0.6371647715568542,0.5042301210159364,[0.764893   0.40884439 0.33895297],0.5031392139230126,[0.764893   0.41350211 0.33102253],0.5054853860169128,[0.764893   0.40429043 0.34727273],,0.6682723164558411,0.5513964514221816,[0.78802305 0.49518752 0.37097878],0.5523186447826833,[0.78370297 0.50303439 0.37021858],0.5505716141051756,[0.79239103 0.4875817  0.37174211],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.001,123,True,focal,2,True,5,Conv1d,,concatenation,64,21
0,,0.638505756855011,0.48386695253908485,[0.77026648 0.37668552 0.30464886],0.49340727204406626,[0.74782135 0.39834407 0.3340564 ],0.47712045409283554,[0.79410064 0.35726073 0.28      ],,0.6692357063293457,0.5428714541105287,[0.79224445 0.46720757 0.36916234],0.5525850881588422,[0.7722488  0.48389356 0.4016129 ],0.5355002906512399,[0.8133031  0.45163399 0.34156379],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.0001,1,True,focal,2,True,5,Conv1d,,concatenation,64,22
0,,0.6379310488700867,0.48251065224554135,[0.7708099  0.37868284 0.29803922],0.49075457313336934,[0.75013684 0.39872263 0.32340426],0.4765264687255308,[0.79265471 0.36056106 0.27636364],,0.6708413362503052,0.5396400300493442,[0.79599407 0.48645032 0.33647571],0.5455699795634111,[0.78150036 0.4982865  0.35692308],0.5348143647033573,[0.81103553 0.4751634  0.31824417],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.0001,12,True,focal,2,True,5,Conv1d,,concatenation,64,22
0,,0.6266283392906189,0.4961213722705513,[0.75778239 0.41910632 0.31147541],0.4941598807363965,[0.77737226 0.39306358 0.3120438 ],0.49963651888612803,[0.73915558 0.44884488 0.31090909],,0.6562299132347107,0.5394334056048319,[0.78098428 0.49560739 0.34170854],0.5398077623344192,[0.79910361 0.46188594 0.35843373],0.5415945253272777,[0.76366843 0.53464052 0.32647462],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.0001,123,True,focal,2,True,5,Conv1d,,concatenation,64,22
0,,0.6260536313056946,0.48640638977669814,[0.75239868 0.39432049 0.3125    ],0.4945986913693754,[0.74524823 0.38786911 0.35067873],0.48083198718946507,[0.75968768 0.4009901  0.28181818],,0.6665061116218567,0.549254516611255,[0.78472047 0.50295306 0.36009002],0.5549366884478806,[0.78790958 0.4795495  0.39735099],0.5465111147339595,[0.78155707 0.52875817 0.32921811],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.0005,1,True,focal,2,True,5,Conv1d,,concatenation,64,23
0,,0.6295019388198853,0.48607745092338933,[0.76125356 0.38235294 0.31462585],0.4871217338488174,[0.75014037 0.41569767 0.29552716],0.48767500521017976,[0.77270098 0.3539604  0.33636364],,0.6674695014953613,0.5550217785369957,[0.78702892 0.48587955 0.39215686],0.5545013902794338,[0.78222997 0.50674237 0.37453184],0.5566921418773271,[0.79188713 0.46666667 0.41152263],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.0005,12,True,focal,2,True,5,Conv1d,,concatenation,64,23
0,,0.6386973261833191,0.4970269162233007,[0.76951462 0.38390379 0.33766234],0.4991338595051595,[0.75557414 0.43684211 0.30498534],0.5015234126073105,[0.78397918 0.34240924 0.37818182],,0.6640976071357727,0.5515539656500984,[0.78542814 0.47874564 0.39048811],0.550754120781403,[0.78054242 0.51268657 0.35903337],0.555792852120272,[0.79037541 0.44901961 0.42798354],20,3,5,6,15,4,umap,16,,['timeline_index'],[None],True,1,384,True,"(10,)",384,"(512, 512)",0.1,0.0005,123,True,focal,2,True,5,Conv1d,,concatenation,64,23
