,loss,accuracy,f1,f1_scores,precision,precision_scores,recall,recall_scores,valid_loss,valid_accuracy,valid_f1,valid_f1_scores,valid_precision,valid_precision_scores,valid_recall,valid_recall_scores,hidden_dim,dropout_rate,learning_rate,seed,loss_function,gamma,k_fold,n_splits,batch_size,model_id,input_dim,dimension,sig_depth,method,log_signature
0,0.28599164591116066,0.4718779921531677,0.46039896303779415,[0.5391015  0.38169643],0.46399484894890713,[0.49617152 0.43181818],0.4660819672131148,[0.59016393 0.342     ],0.24213337600231172,0.6476868391036987,0.5439881976887141,[0.76144578 0.32653061],0.601412429378531,[0.66949153 0.53333333],0.5589878409464344,[0.88268156 0.23529412],"(64, 64)",0.5,0.001,1,focal,2,False,,64,0.0,790,28,2,umap,True
0,0.27686600825365854,0.4575786590576172,0.4418673586272997,[0.5355102  0.34822451],0.4463569015022923,[0.4852071 0.4075067],0.45072495446265937,[0.59744991 0.304     ],0.25695946514606477,0.6120996475219727,0.4392860411899314,[0.75057208 0.128     ],0.49174250084260196,[0.63565891 0.34782609],0.4973162449337277,[0.91620112 0.07843137],"(64, 64)",0.5,0.001,12,focal,2,False,,64,0.0,790,28,2,umap,True
0,0.28655659801819744,0.45090562105178833,0.4416582884854219,[0.51351351 0.36980306],0.4434763589333942,[0.47874016 0.40821256],0.4458670309653916,[0.55373406 0.338     ],0.24736040830612183,0.5943060517311096,0.5368131868131868,[0.7        0.37362637],0.5433457711442786,[0.66169154 0.425     ],0.5381750465549349,[0.74301676 0.33333333],"(64, 64)",0.5,0.001,123,focal,2,False,,64,0.0,790,28,2,umap,True
0,0.2776428180582383,0.5052430629730225,0.4999425940332698,[0.5514261  0.44845909],0.5015645512591002,[0.52467105 0.47845805],0.501528233151184,[0.58105647 0.422     ],0.24727445542812349,0.5765124559402466,0.4998728705822527,[0.69565217 0.30409357],0.5091605140825813,[0.64150943 0.37681159],0.5073392485485815,[0.75977654 0.25490196],"(64, 64)",0.5,0.0001,1,focal,2,False,,64,0.1,790,28,2,umap,True
0,0.26059138950179606,0.49475690722465515,0.4770550212951676,[0.57326892 0.38084112],0.4857868411239198,[0.51370851 0.45786517],0.48722586520947175,[0.64845173 0.326     ],0.24109470546245576,0.6227757930755615,0.4515760789512447,[0.75799087 0.14516129],0.5250087750087751,[0.64092664 0.40909091],0.5078047978968123,[0.9273743  0.08823529],"(64, 64)",0.5,0.0001,12,focal,2,False,,64,0.1,790,28,2,umap,True
0,0.2639305144548416,0.5052430629730225,0.5003317776951774,[0.5498699  0.45079365],0.5017430612396756,[0.52483444 0.47865169],0.5017067395264116,[0.57741348 0.426     ],0.23824881315231322,0.6690391302108765,0.537149536848444,[0.78422274 0.29007634],0.6629036672140121,[0.67063492 0.65517241],0.565204294008106,[0.94413408 0.18627451],"(64, 64)",0.5,0.0001,123,focal,2,False,,64,0.1,790,28,2,umap,True
0,0.2634876046110602,0.4880838990211487,0.4739409254802641,[0.56019656 0.38768529],0.47992847669571803,[0.50892857 0.45092838],0.4814754098360656,[0.62295082 0.34      ],0.23467957675457002,0.5978647470474243,0.5281661886859741,[0.70951157 0.34682081],0.5398390342052314,[0.65714286 0.42253521],0.5325336838646073,[0.77094972 0.29411765],"(64, 64)",0.5,0.0005,1,focal,2,False,,64,0.2,790,28,2,umap,True
0,0.3505079904023339,0.5081029534339905,0.5080023559866785,[0.51503759 0.50096712],0.5085287807716083,[0.53203883 0.48501873],0.508544626593807,[0.49908925 0.518     ],0.25108658969402314,0.6370106935501099,0.5194164989939638,[0.75714286 0.28169014],0.5798755186721991,[0.65975104 0.5       ],0.5421732938985651,[0.88826816 0.19607843],"(64, 64)",0.5,0.0005,12,focal,2,False,,64,0.2,790,28,2,umap,True
0,0.3096681412528543,0.4899904727935791,0.4898996096182075,[0.49670743 0.48309179],0.4904541983344849,[0.51361868 0.46728972],0.49043715846994534,[0.48087432 0.5       ],0.23459809720516206,0.6512455344200134,0.5652077807250221,[0.75862069 0.37179487],0.6077255669766684,[0.6784141  0.53703704],0.5723244605104612,[0.8603352  0.28431373],"(64, 64)",0.5,0.0005,123,focal,2,False,,64,0.2,790,28,2,umap,True
0,0.3432760378893684,0.49285033345222473,0.48211952487008164,[0.40757238 0.55666667],0.500749079001228,[0.5243553  0.47714286],0.5006666666666667,[0.33333333 0.668     ],0.23809211552143097,0.6014235019683838,0.584319526627219,[0.66863905 0.5       ],0.584854108670997,[0.71069182 0.45901639],0.5901522620221273,[0.63128492 0.54901961],"(64, 64)",0.1,0.001,1,focal,2,False,,64,0.3,790,28,2,umap,True
0,0.32958490532987256,0.4690181016921997,0.46799510145363,[0.4913242 0.444666 ],0.46800697645628064,[0.49267399 0.44333996],0.46799089253187615,[0.48998179 0.446     ],0.23862523436546326,0.6619216799736023,0.5544670127009029,[0.77326969 0.33566434],0.6301829268292682,[0.675      0.58536585],0.5701610253039764,[0.90502793 0.23529412],"(64, 64)",0.1,0.001,12,focal,2,False,,64,0.3,790,28,2,umap,True
0,0.2848845159306246,0.5090562701225281,0.5086543804871482,[0.49460255 0.52270621],0.5116084224451549,[0.53617021 0.48704663],0.5115081967213114,[0.45901639 0.564     ],0.2305735468864441,0.626334547996521,0.5557613261664934,[0.73282443 0.37869822],0.5752545682800948,[0.6728972  0.47761194],0.5590973819695476,[0.80446927 0.31372549],"(64, 64)",0.1,0.001,123,focal,2,False,,64,0.3,790,28,2,umap,True
0,0.2700156727257897,0.48617732524871826,0.48437609718418656,[0.51485149 0.45390071],0.48442786469560895,[0.5088968  0.45995893],0.4844735883424408,[0.52094718 0.448     ],0.24350934028625487,0.5800711512565613,0.544031903190319,[0.67222222 0.41584158],0.5442541436464088,[0.66850829 0.42      ],0.543871179756819,[0.67597765 0.41176471],"(64, 64)",0.1,0.0001,1,focal,2,False,,64,0.4,790,28,2,umap,True
0,0.28902071714401245,0.49380362033843994,0.4931384940448079,[0.47477745 0.51149954],0.49653753401623923,[0.51948052 0.47359455],0.49657923497267764,[0.43715847 0.556     ],0.23498909771442414,0.6583629846572876,0.529641512065839,[0.77570093 0.28358209],0.6302083333333333,[0.66666667 0.59375   ],0.5568244057399496,[0.9273743  0.18627451],"(64, 64)",0.1,0.0001,12,focal,2,False,,64,0.4,790,28,2,umap,True
0,0.2899242586949292,0.4690181016921997,0.4682449324308951,[0.48852158 0.44796829],0.4683002255693808,[0.49259259 0.44400786],0.4682586520947177,[0.4845173 0.452    ],0.22810131311416626,0.6725978851318359,0.5537834852250759,[0.78403756 0.32352941],0.6615860919266492,[0.67611336 0.64705882],0.5743235841822762,[0.93296089 0.21568627],"(64, 64)",0.1,0.0001,123,focal,2,False,,64,0.4,790,28,2,umap,True
0,0.3151460307485917,0.49475690722465515,0.49390652422461573,[0.51465201 0.47316103],0.49392556358686557,[0.5174954  0.47035573],0.49391985428051,[0.51183971 0.476     ],0.23050756454467775,0.6512455344200134,0.58108190337106,[0.75252525 0.40963855],0.6089429723502304,[0.68663594 0.53125   ],0.5828677839851024,[0.83240223 0.33333333],"(64, 64)",0.1,0.0005,1,focal,2,False,,64,0.5,790,28,2,umap,True
0,0.29750559172209573,0.49571019411087036,0.49482140987650947,[0.47363184 0.51601098],0.49873894263483326,[0.52192982 0.47554806],0.4987577413479053,[0.43351548 0.564     ],0.23308126330375672,0.6298932433128357,0.5490123456790122,[0.74       0.35802469],0.5765082956259426,[0.66968326 0.48333333],0.5555646839741484,[0.82681564 0.28431373],"(64, 64)",0.1,0.0005,12,focal,2,False,,64,0.5,790,28,2,umap,True
0,0.31904437261469226,0.522402286529541,0.5214821289555989,[0.5004985  0.54246575],0.5260115499944471,[0.55286344 0.49915966],0.5255974499089253,[0.4571949 0.594    ],0.23702519237995148,0.6370106935501099,0.5238237639553429,[0.75598086 0.29166667],0.5805439330543933,[0.66108787 0.5       ],0.5442819585934933,[0.88268156 0.20588235],"(64, 64)",0.1,0.0005,123,focal,2,False,,64,0.5,790,28,2,umap,True
0,0.29258522391319275,0.5014299154281616,0.4983646908547954,[0.53757737 0.45915202],0.4988557510467486,[0.52233677 0.47537473],0.49886703096539164,[0.55373406 0.444     ],0.24587728679180146,0.6049821972846985,0.5575556406655602,[0.70241287 0.41269841],0.5617667970138642,[0.67525773 0.44827586],0.5570982582977324,[0.73184358 0.38235294],"(128, 128)",0.5,0.001,1,focal,2,False,,64,0.6,790,28,2,umap,True
0,0.29416943911243887,0.4766444265842438,0.4725877042356839,[0.51884312 0.42633229],0.4731947483588621,[0.5       0.4463895],0.47358105646630233,[0.53916211 0.408     ],0.24369363784790038,0.5978647470474243,0.5495836702271019,[0.69705094 0.4021164 ],0.5534423509894537,[0.67010309 0.43678161],0.5494030014240333,[0.72625698 0.37254902],"(128, 128)",0.5,0.001,12,focal,2,False,,64,0.6,790,28,2,umap,True
0,0.32972827027825746,0.4899904727935791,0.4893203282749007,[0.50781969 0.47082097],0.48938228853694554,[0.51301115 0.46575342],0.4893661202185792,[0.50273224 0.476     ],0.2706317096948624,0.6334519386291504,0.5726393503137689,[0.73385013 0.41142857],0.5879214963119073,[0.68269231 0.49315068],0.5731186329280316,[0.79329609 0.35294118],"(128, 128)",0.5,0.001,123,focal,2,False,,64,0.6,790,28,2,umap,True
0,0.3011421701487373,0.48236414790153503,0.4799140261701562,[0.51561106 0.44421699],0.4800856899913504,[0.50524476 0.45492662],0.4802058287795993,[0.52641166 0.434     ],0.2423628032207489,0.6298932433128357,0.5421732046622384,[0.74257426 0.34177215],0.5744047619047619,[0.66666667 0.48214286],0.5513473545842918,[0.83798883 0.26470588],"(128, 128)",0.5,0.0001,1,focal,2,False,,64,0.7,790,28,2,umap,True
0,0.27472053994150725,0.5138226747512817,0.5101362487638721,[0.55263158 0.46764092],0.5110389466450912,[0.53299492 0.48908297],0.5108852459016393,[0.57377049 0.448     ],0.24515702426433564,0.6405693888664246,0.5570797634096478,[0.74937965 0.36477987],0.5914395363408522,[0.67410714 0.50877193],0.5639445722423048,[0.84357542 0.28431373],"(128, 128)",0.5,0.0001,12,focal,2,False,,64,0.7,790,28,2,umap,True
0,0.25828051917693196,0.5367016196250916,0.5197646553478172,[0.60995185 0.42957746],0.5325400254336767,[0.54519369 0.51988636],0.5290837887067394,[0.69216758 0.366     ],0.23673838078975679,0.6441280841827393,0.5413892153022588,[0.75845411 0.32432432],0.5949121184088806,[0.66808511 0.52173913],0.556194544857049,[0.87709497 0.23529412],"(128, 128)",0.5,0.0001,123,focal,2,False,,64,0.7,790,28,2,umap,True
0,0.29970401700805216,0.4680648148059845,0.4622588468746555,[0.51813472 0.40638298],0.4633508732646664,[0.49261084 0.43409091],0.464224043715847,[0.54644809 0.382     ],0.24755191206932067,0.6405693888664246,0.5501149243084726,[0.75184275 0.3483871 ],0.5902432969215492,[0.67105263 0.50943396],0.5597272428524482,[0.8547486  0.26470588],"(128, 128)",0.5,0.0005,1,focal,2,False,,64,0.8,790,28,2,umap,True
0,0.35445757823831897,0.5147759914398193,0.5122155989494119,[0.47687564 0.54755556],0.5199849056603774,[0.54716981 0.4928    ],0.5192932604735884,[0.42258652 0.616     ],0.2503777027130127,0.6334519386291504,0.5671168543695129,[0.73657289 0.39766082],0.5859994531036369,[0.67924528 0.49275362],0.568901303538175,[0.80446927 0.33333333],"(128, 128)",0.5,0.0005,12,focal,2,False,,64,0.8,790,28,2,umap,True
0,0.32547856429043936,0.5004766583442688,0.5002363911436967,[0.51119403 0.48927875],0.5005434427004195,[0.52390057 0.47718631],0.5005446265938069,[0.49908925 0.502     ],0.256538587808609,0.6298932433128357,0.5749854566608493,[0.72774869 0.42222222],0.585954275609448,[0.68472906 0.48717949],0.5745426662285026,[0.77653631 0.37254902],"(128, 128)",0.5,0.0005,123,focal,2,False,,64,0.8,790,28,2,umap,True
0,0.33954522890203137,0.4890371859073639,0.47226664864580753,[0.37819026 0.56634304],0.49815512571190446,[0.52076677 0.47554348],0.49845173041894353,[0.29690346 0.7       ],0.24755374491214752,0.5907473564147949,0.5750542441975147,[0.65671642 0.49339207],0.5765641025641026,[0.70512821 0.448     ],0.5817723737539708,[0.61452514 0.54901961],"(128, 128)",0.1,0.001,1,focal,2,False,,64,0.9,790,28,2,umap,True
0,0.3250042392927058,0.48427072167396545,0.48424073715598037,[0.48817408 0.4803074 ],0.484990612310245,[0.50787402 0.46210721],0.48497267759562845,[0.46994536 0.5       ],0.23769782185554506,0.6370106935501099,0.5280887776606955,[0.75480769 0.30136986],0.5812236286919832,[0.66244726 0.5       ],0.5463906232884215,[0.87709497 0.21568627],"(128, 128)",0.1,0.001,12,focal,2,False,,64,0.9,790,28,2,umap,True
0,0.29457104381392984,0.4899904727935791,0.48345432070812355,[0.42534909 0.54155955],0.4960438628853113,[0.51832461 0.47376312],0.49632786885245905,[0.36065574 0.632     ],0.23421263098716735,0.6405693888664246,0.6034234611891288,[0.72479564 0.48205128],0.60641157629833,[0.70744681 0.50537634],0.6019005367510133,[0.74301676 0.46078431],"(128, 128)",0.1,0.001,123,focal,2,False,,64,0.9,790,28,2,umap,True
0,0.2732097848373301,0.4795042872428894,0.4774981389849805,[0.50987433 0.44512195],0.4775671030498062,[0.50265487 0.45247934],0.47765209471766845,[0.51730419 0.438     ],0.23471733927726746,0.6156583428382874,0.5749103541012999,[0.70652174 0.44329897],0.5776109960892569,[0.68783069 0.4673913 ],0.573912805345602,[0.72625698 0.42156863],"(128, 128)",0.1,0.0001,1,focal,2,False,,64,0.1,790,28,2,umap,True
0,0.2972022093394223,0.47378456592559814,0.4717563602925078,[0.50448833 0.43902439],0.47181306223945,[0.49734513 0.44628099],0.47191985428051,[0.51183971 0.432     ],0.25048744678497314,0.6049821972846985,0.5720048849431234,[0.6908078  0.45320197],0.5721672167216721,[0.68888889 0.45544554],0.5718589111622303,[0.69273743 0.45098039],"(128, 128)",0.1,0.0001,12,focal,2,False,,64,0.1,790,28,2,umap,True
0,0.2987700034590328,0.5367016196250916,0.5366978313182938,[0.53802281 0.53537285],0.5377223836468369,[0.56262425 0.51282051],0.5377413479052824,[0.5154827 0.56     ],0.2469932407140732,0.6334519386291504,0.5671168543695129,[0.73657289 0.39766082],0.5859994531036369,[0.67924528 0.49275362],0.568901303538175,[0.80446927 0.33333333],"(128, 128)",0.1,0.0001,123,focal,2,False,,64,0.1,790,28,2,umap,True
0,0.29943163429989533,0.5109628438949585,0.49679781190826844,[0.41237113 0.58122449],0.5232950191570882,[0.55555556 0.49103448],0.5199344262295081,[0.32786885 0.712     ],0.24521906077861785,0.5729537606239319,0.5636645962732919,[0.62732919 0.5       ],0.5705381574946792,[0.70629371 0.43478261],0.5762405520867565,[0.56424581 0.58823529],"(128, 128)",0.1,0.0005,1,focal,2,False,,64,0.11,790,28,2,umap,True
0,0.3148532369557549,0.5367016196250916,0.5362966601178782,[0.55       0.52259332],0.5364177737059093,[0.55932203 0.51351351],0.5364918032786885,[0.54098361 0.532     ],0.26658852100372316,0.6120996475219727,0.5356780110664746,[0.72405063 0.34730539],0.5540954415954417,[0.66203704 0.44615385],0.5415982035272209,[0.79888268 0.28431373],"(128, 128)",0.1,0.0005,12,focal,2,False,,64,0.11,790,28,2,umap,True
0,0.3068782143733081,0.5319351553916931,0.5278140662286384,[0.48370137 0.57192677],0.5395472406130091,[0.5721393  0.50695518],0.537471766848816,[0.41894353 0.656     ],0.24443140923976897,0.6227757930755615,0.5740963166323496,[0.71808511 0.43010753],0.5807348320038674,[0.68527919 0.47619048],0.5731734034395881,[0.75418994 0.39215686],"(128, 128)",0.1,0.0005,123,focal,2,False,,64,0.11,790,28,2,umap,True
0,0.2881919355953441,0.503336489200592,0.5019170391837888,[0.47532729 0.52850679],0.5070880798153525,[0.53153153 0.48264463],0.506936247723133,[0.4298725 0.584    ],0.23322334587574006,0.626334547996521,0.5721494757906643,[0.72440945 0.4198895 ],0.5820904875297657,[0.68316832 0.48101266],0.5717493701391171,[0.77094972 0.37254902],"(256, 256)",0.5,0.001,1,focal,2,False,,64,0.12,790,28,2,umap,True
0,0.2780766346875359,0.49571019411087036,0.48430531612867256,[0.56099585 0.40761478],0.48917411406938494,[0.5152439  0.46310433],0.48983242258652093,[0.61566485 0.364     ],0.23955168724060058,0.6334519386291504,0.5549763980503406,[0.74185464 0.36809816],0.5822652757078987,[0.67272727 0.49180328],0.5604666447584621,[0.82681564 0.29411765],"(256, 256)",0.5,0.001,12,focal,2,False,,64,0.12,790,28,2,umap,True
0,0.29689373163615956,0.519542396068573,0.5194686211635364,[0.52542373 0.51351351],0.5200641529196125,[0.54385965 0.49626866],0.5200983606557377,[0.50819672 0.532     ],0.2518358021974564,0.6370106935501099,0.5669869470630892,[0.74111675 0.39285714],0.5895348837209302,[0.67906977 0.5       ],0.5695859349326323,[0.81564246 0.32352941],"(256, 256)",0.5,0.001,123,focal,2,False,,64,0.12,790,28,2,umap,True
0,0.2779656385674196,0.5147759914398193,0.5142657005490132,[0.53000923 0.49852217],0.5143576597214646,[0.53745318 0.49126214],0.514384335154827,[0.52276867 0.506     ],0.23886176347732543,0.6227757930755615,0.5717448815274901,[0.71957672 0.42391304],0.5795134207623482,[0.68341709 0.47560976],0.5710647387446599,[0.75977654 0.38235294],"(256, 256)",0.5,0.0001,1,focal,2,False,,64,0.13,790,28,2,umap,True
0,0.28264651579015393,0.4976167678833008,0.49656268981701984,[0.51959891 0.47352647],0.49656344245814943,[0.52007299 0.47305389],0.49656284153005464,[0.51912568 0.474     ],0.24523893892765045,0.6192170977592468,0.5472996371410934,[0.72773537 0.36686391],0.5654554331147998,[0.6682243  0.46268657],0.5514021250958484,[0.79888268 0.30392157],"(256, 256)",0.5,0.0001,12,focal,2,False,,64,0.13,790,28,2,umap,True
0,0.29556259337593527,0.4995233416557312,0.49715444519214,[0.53166815 0.46264074],0.4973867851226341,[0.52097902 0.47379455],0.4974025500910747,[0.5428051 0.452    ],0.24298550486564635,0.6370106935501099,0.5438311688311688,[0.75       0.33766234],0.5840611353711791,[0.66812227 0.5       ],0.5548252820681345,[0.8547486  0.25490196],"(256, 256)",0.5,0.0001,123,focal,2,False,,64,0.13,790,28,2,umap,True
0,0.26676474336315603,0.5090562701225281,0.5087544613426084,[0.49657869 0.52093023],0.511410750321042,[0.53586498 0.48695652],0.5113296903460838,[0.46265938 0.56      ],0.23610246777534485,0.608540952205658,0.5730662983425414,[0.6961326 0.45     ],0.5738541318166611,[0.68852459 0.45918367],0.5725435425566875,[0.70391061 0.44117647],"(256, 256)",0.5,0.0005,1,focal,2,False,,64,0.14,790,28,2,umap,True
0,0.2733968110645519,0.5214489698410034,0.5169711979453311,[0.56347826 0.47046414],0.5184346773235085,[0.5391015  0.49776786],0.5180819672131147,[0.59016393 0.446     ],0.2396417647600174,0.6334519386291504,0.5483090656553834,[0.74441687 0.35220126],0.5804354636591478,[0.66964286 0.49122807],0.5562493153686056,[0.83798883 0.2745098 ],"(256, 256)",0.5,0.0005,12,focal,2,False,,64,0.14,790,28,2,umap,True
0,0.3171811226536246,0.522402286529541,0.5217747373191126,[0.53909844 0.50445104],0.521815595923148,[0.54460967 0.49902153],0.5218488160291439,[0.53369763 0.51      ],0.2561797708272934,0.6512455344200134,0.5617201426024956,[0.75980392 0.36363636],0.6076587168290225,[0.6768559  0.53846154],0.5702157958155329,[0.86592179 0.2745098 ],"(256, 256)",0.5,0.0005,123,focal,2,False,,64,0.14,790,28,2,umap,True
0,0.33544398931895986,0.5090562701225281,0.49091921669586325,[0.39482961 0.58700882],0.5231256150429533,[0.55629139 0.48995984],0.5190054644808744,[0.30601093 0.732     ],0.246932053565979,0.6014235019683838,0.5909327233024853,[0.65644172 0.52542373],0.595288861813382,[0.72789116 0.46268657],0.6028042501916968,[0.59776536 0.60784314],"(256, 256)",0.1,0.001,1,focal,2,False,,64,0.15,790,28,2,umap,True
0,0.3546033229898004,0.5519542694091797,0.5506274426879776,[0.52620968 0.57504521],0.556958630400286,[0.58916479 0.52475248],0.5557049180327869,[0.47540984 0.636     ],0.28366008400917053,0.5871886014938354,0.5573120382442416,[0.67231638 0.44230769],0.5569811320754717,[0.68       0.43396226],0.5578924307153029,[0.66480447 0.45098039],"(256, 256)",0.1,0.001,12,focal,2,False,,64,0.15,790,28,2,umap,True
0,0.28420327691470876,0.4976167678833008,0.4938913358131138,[0.45046924 0.53731343],0.5028512538646513,[0.52682927 0.47887324],0.5027213114754099,[0.39344262 0.612     ],0.22988509833812715,0.6192170977592468,0.5924610651015899,[0.69688385 0.48803828],0.5917660328714147,[0.70689655 0.47663551],0.5935754189944134,[0.68715084 0.5       ],"(256, 256)",0.1,0.001,123,focal,2,False,,64,0.15,790,28,2,umap,True
0,0.3045584033517277,0.4899904727935791,0.4890078622579749,[0.4666002  0.51141553],0.4930033687483804,[0.5154185  0.47058824],0.4931147540983607,[0.42622951 0.56      ],0.2310798078775406,0.626334547996521,0.5857028518471713,[0.71544715 0.45595855],0.5891266628108733,[0.69473684 0.48351648],0.5844013583086867,[0.73743017 0.43137255],"(256, 256)",0.1,0.0001,1,focal,2,False,,64,0.16,790,28,2,umap,True
0,0.2967565094723421,0.4690181016921997,0.4688617251337861,[0.45974782 0.47797563],0.47071834727436385,[0.49170124 0.44973545],0.47084699453551915,[0.43169399 0.51      ],0.23998130559921266,0.5978647470474243,0.5044555768840614,[0.71960298 0.28930818],0.5254151002506265,[0.64732143 0.40350877],0.5177730310001095,[0.81005587 0.2254902 ],"(256, 256)",0.1,0.0001,12,focal,2,False,,64,0.16,790,28,2,umap,True
0,0.2954688615658704,0.5081029534339905,0.5035002751788663,[0.55130435 0.4556962 ],0.5047985500356549,[0.52745424 0.48214286],0.5047067395264117,[0.57741348 0.432     ],0.24736143946647643,0.6156583428382874,0.5532854451248234,[0.72020725 0.38636364],0.5654785220002612,[0.67149758 0.45945946],0.5549348230912476,[0.77653631 0.33333333],"(256, 256)",0.1,0.0001,123,focal,2,False,,64,0.16,790,28,2,umap,True
0,0.3282414657228133,0.522402286529541,0.5183685626177046,[0.47429171 0.56244541],0.5293153733978049,[0.55940594 0.49922481],0.5278287795992714,[0.41165756 0.644     ],0.22159278094768525,0.6832740306854248,0.6330031550370534,[0.76883117 0.49717514],0.6525566343042071,[0.7184466  0.58666667],0.6290940957388542,[0.82681564 0.43137255],"(256, 256)",0.1,0.0005,1,focal,2,False,,64,0.17,790,28,2,umap,True
0,0.32207223422387066,0.47569113969802856,0.4740272763738468,[0.50361011 0.44444444],0.4740425687269541,[0.49910555 0.44897959],0.47409836065573774,[0.50819672 0.44      ],0.25659128129482267,0.5800711512565613,0.5024309723889556,[0.69897959 0.30588235],0.5127727147196907,[0.64319249 0.38235294],0.510132544637967,[0.76536313 0.25490196],"(256, 256)",0.1,0.0005,12,focal,2,False,,64,0.17,790,28,2,umap,True
